master_hcp_id_treated,event_id,master_hcp_id_control,propensity_score_treated,propensity_score_control,match_weight
HCP100657,EV2081,HCP101472,0.516231,0.564254,0.5
HCP101844,EV2081,HCP100679,0.557811,0.556844,0.5
HCP101844,EV2081,HCP100593,0.557811,0.544295,0.5
HCP101521,EV2081,HCP101043,0.415428,0.421373,0.5
HCP101521,EV2081,HCP100224,0.415428,0.465297,0.5
HCP100827,EV2081,HCP100769,0.611457,0.626568,0.5
HCP100827,EV2081,HCP101014,0.611457,0.636608,0.5
HCP102426,EV2081,HCP101829,0.574826,0.548448,0.5
HCP102426,EV2081,HCP101486,0.574826,0.610279,0.5
HCP101138,EV2081,HCP102376,0.60245,0.560348,0.5
HCP101138,EV2081,HCP100173,0.60245,0.59759,0.5
HCP100211,EV2081,HCP100001,0.528807,0.528729,0.5
HCP100211,EV2081,HCP100519,0.528807,0.578664,0.5
HCP100922,EV2081,HCP101171,0.431598,0.414917,0.5
HCP100922,EV2081,HCP101256,0.431598,0.389479,0.5
HCP102158,EV2081,HCP102025,0.499655,0.508105,0.5
HCP102158,EV2081,HCP101744,0.499655,0.471678,0.5
HCP100621,EV2081,HCP100530,0.536907,0.563799,0.5
HCP100621,EV2081,HCP101386,0.536907,0.506875,0.5
HCP101724,EV2081,HCP102213,0.410385,0.367918,0.5
HCP101724,EV2081,HCP101855,0.410385,0.425039,0.5
HCP101820,EV2081,HCP100611,0.558578,0.595141,0.5
HCP101820,EV2081,HCP101541,0.558578,0.596276,0.5
HCP100118,EV2081,HCP100120,0.40017,0.36352,0.5
HCP100118,EV2081,HCP100648,0.40017,0.362497,0.5
HCP101887,EV2081,HCP100166,0.642999,0.692109,0.5
HCP101887,EV2081,HCP102110,0.642999,0.631887,0.5
HCP102381,EV2081,HCP100973,0.281783,0.32576,0.5
HCP102381,EV2081,HCP100280,0.281783,0.271339,0.5
HCP102288,EV2082,HCP100906,0.240878,0.263741,0.5
HCP102288,EV2082,HCP102050,0.240878,0.235362,0.5
HCP101019,EV2082,HCP100231,0.484716,0.496511,0.5
HCP101019,EV2082,HCP101230,0.484716,0.472135,0.5
HCP102405,EV2082,HCP101469,0.516639,0.563068,0.5
HCP102405,EV2082,HCP100574,0.516639,0.520222,0.5
HCP102435,EV2082,HCP101159,0.480264,0.442668,0.5
HCP102435,EV2082,HCP101371,0.480264,0.435548,0.5
HCP100444,EV2082,HCP101054,0.523409,0.527869,0.5
HCP100444,EV2082,HCP102259,0.523409,0.513284,0.5
HCP100270,EV2082,HCP101975,0.628871,0.611514,0.5
HCP100270,EV2082,HCP101430,0.628871,0.625952,0.5
HCP101155,EV2082,HCP100968,0.724627,0.710841,0.5
HCP101155,EV2082,HCP101462,0.724627,0.696462,0.5
HCP101639,EV2082,HCP100516,0.489002,0.507058,0.5
HCP101639,EV2082,HCP101108,0.489002,0.51891,0.5
HCP102305,EV2082,HCP101702,0.423157,0.465369,0.5
HCP102305,EV2082,HCP101973,0.423157,0.382981,0.5
HCP100866,EV2083,HCP101374,0.49269,0.537879,0.5
HCP100866,EV2083,HCP100309,0.49269,0.482137,0.5
HCP101954,EV2083,HCP101216,0.32525,0.370089,0.5
HCP101954,EV2083,HCP100433,0.32525,0.299272,0.5
HCP101744,EV2083,HCP100001,0.473538,0.449842,0.5
HCP101744,EV2083,HCP102049,0.473538,0.46679,0.5
HCP101430,EV2083,HCP100152,0.485037,0.479566,0.5
HCP101430,EV2083,HCP101739,0.485037,0.443956,0.5
HCP101874,EV2083,HCP101425,0.35901,0.406982,0.5
HCP101874,EV2083,HCP101482,0.35901,0.386929,0.5
HCP101386,EV2083,HCP101325,0.421624,0.407037,0.5
HCP101386,EV2083,HCP102367,0.421624,0.409198,0.5
HCP100261,EV2083,HCP100173,0.677718,0.63112,1.0
HCP101120,EV2083,HCP101677,0.474575,0.507728,0.5
HCP101120,EV2083,HCP101051,0.474575,0.479707,0.5
HCP101653,EV2084,HCP101933,0.646,0.633154,0.5
HCP101653,EV2084,HCP101975,0.646,0.611514,0.5
HCP100905,EV2084,HCP101469,0.555524,0.563068,0.5
HCP100905,EV2084,HCP102378,0.555524,0.589388,0.5
HCP101868,EV2084,HCP101010,0.214083,0.220446,0.5
HCP101868,EV2084,HCP100348,0.214083,0.194238,0.5
HCP102366,EV2084,HCP101014,0.652659,0.643144,1.0
HCP100519,EV2084,HCP100465,0.542436,0.51022,0.5
HCP100519,EV2084,HCP101207,0.542436,0.510745,0.5
HCP102025,EV2084,HCP100506,0.392277,0.400833,0.5
HCP102025,EV2084,HCP101197,0.392277,0.364609,0.5
HCP101576,EV2085,HCP100337,0.608499,0.624264,0.5
HCP101576,EV2085,HCP101010,0.608499,0.581081,0.5
HCP101347,EV2085,HCP100335,0.458686,0.489347,0.5
HCP101347,EV2085,HCP101776,0.458686,0.441268,0.5
HCP100998,EV2085,HCP101054,0.594274,0.555703,0.5
HCP100998,EV2085,HCP100969,0.594274,0.594981,0.5
HCP100664,EV2085,HCP101342,0.568686,0.576239,0.5
HCP100664,EV2085,HCP101528,0.568686,0.60873,0.5
HCP100639,EV2085,HCP100087,0.647021,0.616139,0.5
HCP100639,EV2085,HCP100275,0.647021,0.658033,0.5
HCP101752,EV2085,HCP101394,0.51728,0.566451,0.5
HCP101752,EV2085,HCP100508,0.51728,0.511392,0.5
HCP100812,EV2085,HCP100453,0.36403,0.406985,0.5
HCP100812,EV2085,HCP102455,0.36403,0.354308,0.5
HCP101193,EV2085,HCP102061,0.798109,0.797629,1.0
HCP101085,EV2085,HCP100081,0.699985,0.707089,0.5
HCP101085,EV2085,HCP100126,0.699985,0.675083,0.5
HCP101006,EV2085,HCP101978,0.495796,0.451749,0.5
HCP101006,EV2085,HCP100760,0.495796,0.447777,0.5
HCP102319,EV2086,HCP100786,0.460425,0.494502,0.5
HCP102319,EV2086,HCP101879,0.460425,0.432714,0.5
HCP102133,EV2086,HCP100524,0.376183,0.334593,0.5
HCP102133,EV2086,HCP102092,0.376183,0.357208,0.5
HCP100855,EV2086,HCP101545,0.488236,0.478983,0.5
HCP100855,EV2086,HCP100599,0.488236,0.511141,0.5
HCP102224,EV2086,HCP100034,0.609908,0.6559,0.5
HCP102224,EV2086,HCP101618,0.609908,0.568871,0.5
HCP100088,EV2086,HCP100760,0.522511,0.480753,0.5
HCP100088,EV2086,HCP102179,0.522511,0.555665,0.5
HCP101351,EV2086,HCP100198,0.526036,0.556244,0.5
HCP101351,EV2086,HCP100205,0.526036,0.568189,0.5
HCP102000,EV2086,HCP100397,0.412179,0.371435,0.5
HCP102000,EV2086,HCP102302,0.412179,0.390759,0.5
HCP101528,EV2086,HCP102225,0.521334,0.548366,0.5
HCP101528,EV2086,HCP101978,0.521334,0.475444,0.5
HCP100848,EV2086,HCP100260,0.64168,0.610808,0.5
HCP100848,EV2086,HCP100634,0.64168,0.612227,0.5
HCP101472,EV2086,HCP101009,0.635715,0.587549,0.5
HCP101472,EV2086,HCP101122,0.635715,0.626034,0.5
HCP101000,EV2086,HCP101112,0.573175,0.55596,0.5
HCP101000,EV2086,HCP101623,0.573175,0.590401,0.5
HCP101248,EV2086,HCP101457,0.485363,0.46744,0.5
HCP101248,EV2086,HCP102109,0.485363,0.494875,0.5
HCP102495,EV2086,HCP100739,0.504175,0.484364,0.5
HCP102495,EV2086,HCP101816,0.504175,0.485888,0.5
HCP100650,EV2086,HCP100605,0.719995,0.703955,0.5
HCP100650,EV2086,HCP100209,0.719995,0.7207,0.5
HCP101969,EV2086,HCP101163,0.465224,0.463908,0.5
HCP101969,EV2086,HCP100986,0.465224,0.471428,0.5
HCP100433,EV2086,HCP101360,0.627859,0.601386,0.5
HCP100433,EV2086,HCP100509,0.627859,0.619846,0.5
HCP101790,EV2086,HCP100663,0.697274,0.672472,1.0
HCP101920,EV2086,HCP100383,0.521896,0.494147,0.5
HCP101920,EV2086,HCP102088,0.521896,0.558885,0.5
HCP100334,EV2086,HCP101976,0.598578,0.59353,1.0
HCP102475,EV2087,HCP101960,0.451471,0.498423,0.5
HCP102475,EV2087,HCP101349,0.451471,0.46468,0.5
HCP102127,EV2087,HCP100337,0.62199,0.661565,0.5
HCP102127,EV2087,HCP101251,0.62199,0.586193,0.5
HCP102300,EV2087,HCP102156,0.545195,0.51304,0.5
HCP102300,EV2087,HCP102136,0.545195,0.509888,0.5
HCP101707,EV2087,HCP101360,0.502343,0.522137,0.5
HCP101707,EV2087,HCP101692,0.502343,0.502314,0.5
HCP100779,EV2087,HCP100386,0.68402,0.671931,0.5
HCP100779,EV2087,HCP101622,0.68402,0.704071,0.5
HCP101731,EV2087,HCP101901,0.611395,0.562612,0.5
HCP101731,EV2087,HCP100850,0.611395,0.642874,0.5
HCP102246,EV2087,HCP101303,0.628809,0.670862,0.5
HCP102246,EV2087,HCP101654,0.628809,0.652198,0.5
HCP100833,EV2087,HCP101044,0.64268,0.600207,0.5
HCP100833,EV2087,HCP102273,0.64268,0.620025,0.5
HCP101291,EV2087,HCP100290,0.58942,0.557138,0.5
HCP101291,EV2087,HCP101259,0.58942,0.550361,0.5
HCP102199,EV2087,HCP101939,0.615788,0.600409,0.5
HCP102199,EV2087,HCP100420,0.615788,0.594529,0.5
HCP100114,EV2087,HCP100589,0.528139,0.519418,0.5
HCP100114,EV2087,HCP100990,0.528139,0.574746,0.5
HCP100950,EV2087,HCP101069,0.504567,0.515491,0.5
HCP100950,EV2087,HCP100180,0.504567,0.518712,0.5
HCP101342,EV2087,HCP101009,0.53086,0.515981,0.5
HCP101342,EV2087,HCP101529,0.53086,0.565602,0.5
HCP100885,EV2087,HCP100996,0.496221,0.459964,0.5
HCP100885,EV2087,HCP100376,0.496221,0.461365,0.5
HCP100393,EV2087,HCP100509,0.52194,0.548347,0.5
HCP100393,EV2087,HCP101757,0.52194,0.486645,0.5
HCP101666,EV2087,HCP101854,0.512286,0.50887,0.5
HCP101666,EV2087,HCP100662,0.512286,0.540176,0.5
HCP100981,EV2087,HCP100940,0.541271,0.504948,0.5
HCP100981,EV2087,HCP101457,0.541271,0.497615,0.5
HCP100939,EV2087,HCP100503,0.597924,0.554073,0.5
HCP100939,EV2087,HCP102031,0.597924,0.612129,0.5
HCP100605,EV2087,HCP100948,0.268359,0.244663,0.5
HCP100605,EV2087,HCP102439,0.268359,0.247853,0.5
HCP102122,EV2087,HCP102225,0.604288,0.585352,0.5
HCP102122,EV2087,HCP100904,0.604288,0.598737,0.5
HCP101238,EV2087,HCP101169,0.412146,0.437796,0.5
HCP101238,EV2087,HCP102002,0.412146,0.424029,0.5
HCP100354,EV2087,HCP100757,0.431179,0.42085,0.5
HCP100354,EV2087,HCP101420,0.431179,0.463513,0.5
HCP100967,EV2087,HCP100189,0.485905,0.446801,0.5
HCP100967,EV2087,HCP100159,0.485905,0.46873,0.5
HCP100260,EV2087,HCP102160,0.558004,0.588891,0.5
HCP100260,EV2087,HCP100961,0.558004,0.591497,0.5
HCP100081,EV2087,HCP100195,0.612479,0.620219,0.5
HCP100081,EV2087,HCP100135,0.612479,0.597432,0.5
HCP101559,EV2088,HCP100275,0.759322,0.721774,0.5
HCP101559,EV2088,HCP100810,0.759322,0.723077,0.5
HCP100128,EV2088,HCP101759,0.565855,0.556564,0.5
HCP100128,EV2088,HCP102049,0.565855,0.547503,0.5
HCP102085,EV2088,HCP101287,0.46833,0.51552,0.5
HCP102085,EV2088,HCP101757,0.46833,0.454937,0.5
HCP100126,EV2088,HCP101329,0.552381,0.519434,0.5
HCP100126,EV2088,HCP100380,0.552381,0.537243,0.5
HCP100969,EV2088,HCP100783,0.475285,0.449619,0.5
HCP100969,EV2088,HCP102153,0.475285,0.484081,0.5
HCP100572,EV2088,HCP100534,0.342521,0.328929,0.5
HCP100572,EV2088,HCP100397,0.342521,0.387199,0.5
HCP102136,EV2088,HCP101299,0.390081,0.412127,0.5
HCP102136,EV2088,HCP102026,0.390081,0.421649,0.5
HCP100500,EV2088,HCP102228,0.48414,0.44028,0.5
HCP100500,EV2088,HCP100096,0.48414,0.440241,0.5
HCP101856,EV2088,HCP102390,0.605247,0.58044,0.5
HCP101856,EV2088,HCP101619,0.605247,0.587186,0.5
HCP101456,EV2088,HCP100047,0.589484,0.604099,0.5
HCP101456,EV2088,HCP101408,0.589484,0.569795,0.5
HCP100619,EV2088,HCP102077,0.645503,0.607334,0.5
HCP100619,EV2088,HCP100386,0.645503,0.676497,0.5
HCP101113,EV2088,HCP100627,0.508707,0.517573,0.5
HCP101113,EV2088,HCP101916,0.508707,0.491548,0.5
HCP102131,EV2088,HCP102161,0.6358,0.675252,0.5
HCP102131,EV2088,HCP101730,0.6358,0.665642,0.5
HCP101783,EV2088,HCP102213,0.40551,0.382568,0.5
HCP101783,EV2088,HCP100761,0.40551,0.392107,0.5
HCP100663,EV2088,HCP102244,0.562142,0.527925,0.5
HCP100663,EV2088,HCP100097,0.562142,0.556982,0.5
HCP100773,EV2088,HCP102096,0.691064,0.645847,0.5
HCP100773,EV2088,HCP100195,0.691064,0.662466,0.5
HCP100196,EV2088,HCP102360,0.591971,0.619419,0.5
HCP100196,EV2088,HCP101677,0.591971,0.591639,0.5
HCP100106,EV2088,HCP101352,0.437055,0.391572,0.5
HCP100106,EV2088,HCP101180,0.437055,0.464951,0.5
HCP101087,EV2088,HCP101095,0.592856,0.557261,0.5
HCP101087,EV2088,HCP102031,0.592856,0.582528,0.5
HCP102061,EV2088,HCP101017,0.633359,0.627986,0.5
HCP102061,EV2088,HCP100034,0.633359,0.654158,0.5
HCP100603,EV2089,HCP100941,0.386088,0.392646,0.5
HCP100603,EV2089,HCP101352,0.386088,0.370036,0.5
HCP102170,EV2089,HCP100002,0.655152,0.626847,0.5
HCP102170,EV2089,HCP100990,0.655152,0.675853,0.5
HCP101453,EV2089,HCP100943,0.756096,0.749301,0.5
HCP101453,EV2089,HCP102449,0.756096,0.706999,0.5
HCP101669,EV2089,HCP101167,0.574524,0.622635,0.5
HCP101669,EV2089,HCP101500,0.574524,0.567146,0.5
HCP102307,EV2089,HCP101527,0.632033,0.655193,0.5
HCP102307,EV2089,HCP100850,0.632033,0.647226,0.5
HCP100960,EV2089,HCP101442,0.558068,0.527259,0.5
HCP100960,EV2089,HCP100157,0.558068,0.55909,0.5
HCP100209,EV2089,HCP102097,0.728593,0.696966,0.5
HCP100209,EV2089,HCP102280,0.728593,0.680746,0.5
HCP100353,EV2089,HCP101044,0.607877,0.576419,0.5
HCP100353,EV2089,HCP100973,0.607877,0.60582,0.5
HCP100902,EV2089,HCP102273,0.666169,0.675669,0.5
HCP100902,EV2089,HCP101872,0.666169,0.629365,0.5
HCP100839,EV2089,HCP102244,0.365327,0.400077,0.5
HCP100839,EV2089,HCP101901,0.365327,0.395668,0.5
HCP101823,EV2089,HCP102468,0.480859,0.43266,0.5
HCP101823,EV2089,HCP101184,0.480859,0.517958,0.5
HCP100276,EV2089,HCP101257,0.603649,0.596147,0.5
HCP100276,EV2089,HCP102394,0.603649,0.555269,0.5
HCP100961,EV2089,HCP102423,0.486328,0.522209,0.5
HCP100961,EV2089,HCP100986,0.486328,0.479275,0.5
HCP100180,EV2089,HCP102211,0.471407,0.468153,0.5
HCP100180,EV2089,HCP101266,0.471407,0.475448,0.5
HCP101317,EV2089,HCP101577,0.608816,0.633745,0.5
HCP101317,EV2089,HCP101481,0.608816,0.560215,0.5
HCP101287,EV2089,HCP100911,0.576486,0.529734,0.5
HCP101287,EV2089,HCP100361,0.576486,0.608065,0.5
HCP100440,EV2089,HCP101787,0.573102,0.546446,0.5
HCP100440,EV2089,HCP100387,0.573102,0.553932,0.5
HCP101603,EV2089,HCP101879,0.642444,0.592798,1.0
HCP102430,EV2089,HCP100226,0.541084,0.565542,0.5
HCP102430,EV2089,HCP101201,0.541084,0.513329,0.5
HCP101759,EV2089,HCP101474,0.578114,0.588252,0.5
HCP101759,EV2089,HCP101716,0.578114,0.547838,0.5
HCP100015,EV2089,HCP101940,0.680494,0.699576,0.5
HCP100015,EV2089,HCP100679,0.680494,0.704928,0.5
HCP101730,EV2089,HCP102024,0.561749,0.526764,0.5
HCP101730,EV2089,HCP101799,0.561749,0.565092,0.5
HCP101015,EV2089,HCP100348,0.462266,0.430134,0.5
HCP101015,EV2089,HCP102443,0.462266,0.488124,0.5
HCP100166,EV2089,HCP100396,0.564768,0.543674,1.0
HCP101905,EV2089,HCP101825,0.453539,0.415478,0.5
HCP101905,EV2089,HCP101911,0.453539,0.43313,0.5
HCP101027,EV2090,HCP101977,0.279597,0.290682,0.5
HCP101027,EV2090,HCP101396,0.279597,0.310122,0.5
HCP100242,EV2090,HCP100641,0.378934,0.385679,0.5
HCP100242,EV2090,HCP102269,0.378934,0.41024,0.5
HCP101403,EV2090,HCP102232,0.258088,0.304623,0.5
HCP101403,EV2090,HCP100375,0.258088,0.272703,0.5
HCP101420,EV2090,HCP101872,0.172639,0.207647,0.5
HCP101420,EV2090,HCP101776,0.172639,0.176299,0.5
HCP100893,EV2090,HCP101243,0.464965,0.482248,0.5
HCP100893,EV2090,HCP101968,0.464965,0.496791,0.5
HCP101451,EV2090,HCP100020,0.603091,0.581663,0.5
HCP101451,EV2090,HCP101440,0.603091,0.624798,0.5
HCP101846,EV2090,HCP100724,0.408731,0.408564,0.5
HCP101846,EV2090,HCP100747,0.408731,0.360273,0.5
HCP100968,EV2091,HCP100525,0.539347,0.510241,0.5
HCP100968,EV2091,HCP101990,0.539347,0.49017,0.5
HCP101204,EV2091,HCP101690,0.331134,0.322823,0.5
HCP101204,EV2091,HCP100195,0.331134,0.313908,0.5
HCP100150,EV2091,HCP100871,0.499772,0.513422,0.5
HCP100150,EV2091,HCP101962,0.499772,0.538659,0.5
HCP102033,EV2091,HCP101554,0.280191,0.297604,0.5
HCP102033,EV2091,HCP101436,0.280191,0.241209,0.5
HCP101103,EV2091,HCP102112,0.358311,0.332391,0.5
HCP101103,EV2091,HCP101450,0.358311,0.364523,0.5
HCP100003,EV2091,HCP101379,0.521075,0.565336,0.5
HCP100003,EV2091,HCP100844,0.521075,0.537031,0.5
HCP102410,EV2091,HCP100842,0.445231,0.453357,0.5
HCP102410,EV2091,HCP102111,0.445231,0.46553,0.5
HCP101542,EV2091,HCP101537,0.59876,0.575407,0.5
HCP101542,EV2091,HCP101247,0.59876,0.557529,0.5
HCP100167,EV2091,HCP100369,0.16263,0.210177,0.5
HCP100167,EV2091,HCP101956,0.16263,0.1959,0.5
HCP100379,EV2091,HCP101362,0.410493,0.404584,0.5
HCP100379,EV2091,HCP100028,0.410493,0.435641,0.5
HCP102187,EV2091,HCP100928,0.474305,0.495842,0.5
HCP102187,EV2091,HCP102236,0.474305,0.437129,0.5
HCP101772,EV2091,HCP100492,0.412773,0.369898,0.5
HCP101772,EV2091,HCP100283,0.412773,0.435443,0.5
HCP101265,EV2091,HCP102078,0.570765,0.560995,0.5
HCP101265,EV2091,HCP102310,0.570765,0.543515,0.5
HCP100697,EV2091,HCP100121,0.58726,0.599369,0.5
HCP100697,EV2091,HCP101289,0.58726,0.570837,0.5
HCP100308,EV2091,HCP101811,0.622582,0.596645,0.5
HCP100308,EV2091,HCP102463,0.622582,0.643469,0.5
HCP102188,EV2091,HCP100561,0.297335,0.274657,0.5
HCP102188,EV2091,HCP101202,0.297335,0.319705,0.5
HCP101401,EV2091,HCP101632,0.33647,0.357731,0.5
HCP101401,EV2091,HCP100082,0.33647,0.380003,0.5
HCP101687,EV2091,HCP101279,0.379506,0.409431,0.5
HCP101687,EV2091,HCP102413,0.379506,0.420201,0.5
HCP100684,EV2091,HCP101227,0.284694,0.328326,0.5
HCP100684,EV2091,HCP101994,0.284694,0.288775,0.5
HCP101895,EV2091,HCP101770,0.427054,0.435804,0.5
HCP101895,EV2091,HCP100843,0.427054,0.468319,0.5
HCP101589,EV2092,HCP101664,0.57383,0.529977,0.5
HCP101589,EV2092,HCP101677,0.57383,0.580566,0.5
HCP102167,EV2092,HCP100383,0.499562,0.497246,0.5
HCP102167,EV2092,HCP101246,0.499562,0.463708,0.5
HCP101010,EV2092,HCP100600,0.733654,0.732621,0.5
HCP101010,EV2092,HCP100803,0.733654,0.700517,0.5
HCP100973,EV2092,HCP102149,0.540197,0.560738,0.5
HCP100973,EV2092,HCP100380,0.540197,0.582973,0.5
HCP100096,EV2092,HCP101911,0.382329,0.420528,1.0
HCP102429,EV2092,HCP100911,0.619636,0.636456,0.5
HCP102429,EV2092,HCP101094,0.619636,0.602521,0.5
HCP100496,EV2093,HCP100304,0.472787,0.465215,0.5
HCP100496,EV2093,HCP102433,0.472787,0.445444,0.5
HCP100990,EV2093,HCP100911,0.655132,0.636456,0.5
HCP100990,EV2093,HCP100773,0.655132,0.61703,0.5
HCP100837,EV2093,HCP100778,0.47316,0.452546,0.5
HCP100837,EV2093,HCP100916,0.47316,0.522282,0.5
HCP102345,EV2093,HCP100040,0.457362,0.486096,0.5
HCP102345,EV2093,HCP101793,0.457362,0.421045,0.5
HCP100811,EV2093,HCP100522,0.516143,0.494689,0.5
HCP100811,EV2093,HCP101044,0.516143,0.560284,0.5
HCP100363,EV2093,HCP102060,0.647752,0.599469,0.5
HCP100363,EV2093,HCP100679,0.647752,0.612455,0.5
HCP100533,EV2093,HCP102196,0.343166,0.325374,0.5
HCP100533,EV2093,HCP100840,0.343166,0.314993,0.5
HCP102423,EV2093,HCP102002,0.450725,0.49433,0.5
HCP102423,EV2093,HCP101552,0.450725,0.452595,0.5
HCP101200,EV2093,HCP102161,0.613993,0.603501,0.5
HCP101200,EV2093,HCP101916,0.613993,0.574846,0.5
HCP100848,EV2093,HCP101112,0.604454,0.577555,0.5
HCP100848,EV2093,HCP101532,0.604454,0.593264,0.5
HCP102225,EV2093,HCP100904,0.569773,0.54718,0.5
HCP102225,EV2093,HCP102036,0.569773,0.551616,0.5
HCP100284,EV2093,HCP100850,0.609308,0.561893,0.5
HCP100284,EV2093,HCP101800,0.609308,0.588776,0.5
HCP102321,EV2093,HCP100940,0.642177,0.596626,0.5
HCP102321,EV2093,HCP102468,0.642177,0.618334,0.5
HCP100387,EV2093,HCP101255,0.478973,0.511924,0.5
HCP100387,EV2093,HCP101901,0.478973,0.521327,0.5
HCP101982,EV2093,HCP100547,0.33527,0.337478,0.5
HCP101982,EV2093,HCP100642,0.33527,0.370164,0.5
HCP101940,EV2093,HCP101122,0.603738,0.584179,0.5
HCP101940,EV2093,HCP101591,0.603738,0.567689,0.5
HCP102209,EV2093,HCP101668,0.502334,0.544509,0.5
HCP102209,EV2093,HCP102219,0.502334,0.492589,0.5
HCP100939,EV2093,HCP100402,0.586787,0.560528,0.5
HCP100939,EV2093,HCP100034,0.586787,0.54781,0.5
HCP100943,EV2093,HCP100302,0.543244,0.533593,0.5
HCP100943,EV2093,HCP102077,0.543244,0.53234,0.5
HCP101058,EV2093,HCP101911,0.453088,0.420528,0.5
HCP101058,EV2093,HCP100267,0.453088,0.444686,0.5
HCP100252,EV2093,HCP102013,0.693652,0.72053,0.5
HCP100252,EV2093,HCP101980,0.693652,0.71304,0.5
HCP101525,EV2093,HCP101244,0.334633,0.36396,0.5
HCP101525,EV2093,HCP101069,0.334633,0.339035,0.5
HCP101872,EV2093,HCP100788,0.541096,0.497711,0.5
HCP101872,EV2093,HCP102198,0.541096,0.530631,0.5
HCP101677,EV2093,HCP100766,0.580566,0.534618,0.5
HCP101677,EV2093,HCP102336,0.580566,0.532137,0.5
HCP101494,EV2093,HCP101259,0.51917,0.51997,0.5
HCP101494,EV2093,HCP101988,0.51917,0.499561,0.5
HCP101384,EV2093,HCP102221,0.37167,0.420744,0.5
HCP101384,EV2093,HCP101288,0.37167,0.386706,0.5
HCP101814,EV2093,HCP101546,0.31808,0.276895,0.5
HCP101814,EV2093,HCP100693,0.31808,0.279891,0.5
HCP102021,EV2093,HCP100785,0.52674,0.520602,0.5
HCP102021,EV2093,HCP100189,0.52674,0.536716,0.5
HCP101009,EV2094,HCP101054,0.599976,0.583019,0.5
HCP101009,EV2094,HCP100264,0.599976,0.593688,0.5
HCP100420,EV2094,HCP101960,0.531652,0.565869,0.5
HCP100420,EV2094,HCP102060,0.531652,0.489613,0.5
HCP100810,EV2094,HCP100275,0.723077,0.721774,0.5
HCP100810,EV2094,HCP100779,0.723077,0.718107,0.5
HCP100929,EV2094,HCP100075,0.640517,0.607349,0.5
HCP100929,EV2094,HCP100847,0.640517,0.643579,0.5
HCP100415,EV2094,HCP100523,0.611741,0.583705,0.5
HCP100415,EV2094,HCP101698,0.611741,0.564048,0.5
HCP102468,EV2094,HCP102057,0.566092,0.537735,0.5
HCP102468,EV2094,HCP100376,0.566092,0.561988,0.5
HCP100609,EV2094,HCP101108,0.59721,0.548889,0.5
HCP100609,EV2094,HCP100730,0.59721,0.592872,0.5
HCP100337,EV2094,HCP101729,0.504007,0.506172,0.5
HCP100337,EV2094,HCP100760,0.504007,0.499646,0.5
HCP100198,EV2094,HCP102072,0.477675,0.504179,0.5
HCP100198,EV2094,HCP102047,0.477675,0.50041,0.5
HCP101527,EV2094,HCP102053,0.653632,0.609092,0.5
HCP101527,EV2094,HCP101644,0.653632,0.670587,0.5
HCP100002,EV2094,HCP102390,0.59599,0.58044,0.5
HCP100002,EV2094,HCP101977,0.59599,0.568038,0.5
HCP101497,EV2094,HCP100098,0.199611,0.150089,0.5
HCP101497,EV2094,HCP101994,0.199611,0.22408,0.5
HCP101595,EV2094,HCP100778,0.478252,0.451237,0.5
HCP101595,EV2094,HCP100953,0.478252,0.492307,0.5
HCP102097,EV2095,HCP102449,0.649236,0.638108,0.5
HCP102097,EV2095,HCP101329,0.649236,0.667502,0.5
HCP100302,EV2095,HCP100472,0.533593,0.541212,0.5
HCP100302,EV2095,HCP101276,0.533593,0.506145,0.5
HCP101609,EV2095,HCP102041,0.495593,0.544355,0.5
HCP101609,EV2095,HCP101008,0.495593,0.516996,0.5
HCP100643,EV2095,HCP100218,0.391527,0.349219,0.5
HCP100643,EV2095,HCP102223,0.391527,0.428169,0.5
HCP101109,EV2095,HCP100931,0.515571,0.500628,0.5
HCP101109,EV2095,HCP101715,0.515571,0.512899,0.5
HCP100386,EV2095,HCP102391,0.532335,0.555297,0.5
HCP100386,EV2095,HCP101481,0.532335,0.5407,0.5
HCP100208,EV2095,HCP100269,0.669439,0.667255,0.5
HCP100208,EV2095,HCP102241,0.669439,0.671147,0.5
HCP101607,EV2095,HCP101591,0.522535,0.567689,0.5
HCP101607,EV2095,HCP100402,0.522535,0.560528,0.5
HCP100362,EV2095,HCP101490,0.307176,0.257759,0.5
HCP100362,EV2095,HCP101567,0.307176,0.310125,0.5
HCP100850,EV2095,HCP101532,0.561893,0.593264,0.5
HCP100850,EV2095,HCP100380,0.561893,0.582973,0.5
HCP100569,EV2095,HCP102484,0.673247,0.633706,0.5
HCP100569,EV2095,HCP100911,0.673247,0.636456,0.5
HCP102273,EV2095,HCP101835,0.559832,0.595962,0.5
HCP102273,EV2095,HCP101094,0.559832,0.602521,0.5
HCP100228,EV2095,HCP100277,0.353521,0.353911,0.5
HCP100228,EV2095,HCP101279,0.353521,0.3688,0.5
HCP102106,EV2095,HCP102394,0.446171,0.419863,0.5
HCP102106,EV2095,HCP100485,0.446171,0.440236,0.5
HCP101544,EV2095,HCP102228,0.246558,0.24788,0.5
HCP101544,EV2095,HCP100717,0.246558,0.267085,0.5
HCP102161,EV2095,HCP100990,0.603501,0.633786,0.5
HCP102161,EV2095,HCP101640,0.603501,0.61317,0.5
HCP101580,EV2095,HCP101643,0.648778,0.663065,0.5
HCP101580,EV2095,HCP101088,0.648778,0.614784,0.5
HCP101408,EV2095,HCP100940,0.555887,0.596626,0.5
HCP101408,EV2095,HCP101664,0.555887,0.529977,0.5
HCP101483,EV2095,HCP102431,0.488329,0.461874,0.5
